Id,SalePrice
1697,185850.98
1698,198615.06
1699,316567.75
1700,145193.95
1701,294267.84
1702,109104.13
1703,80745.664
1704,122936.56
1705,231545.84
1706,239953.58
1707,137849.55
1708,150882.47
1709,183388.66
1710,277411.38
1711,75374.85
1712,235008.02
1713,173024.4
1714,158395.97
1715,144894.56
1716,228627.95
1717,208186.36
1718,218767.6
1719,230322.4
1720,98903.41
1721,175907.33
1722,356201.34
1723,151751.94
1724,129768.195
1725,73418.27
1726,177759.61
1727,184972.94
1728,179258.2
1729,119967.52
1730,149086.66
1731,257832.92
1732,228560.56
1733,289537.97
1734,139597.0
1735,122192.164
1736,172745.48
1737,199639.77
1738,110769.49
1739,415921.66
1740,194400.97
1741,228415.25
1742,185828.55
1743,210114.14
1744,244948.53
1745,179272.16
1746,164393.77
1747,162861.2
1748,88996.414
1749,121225.34
1750,133420.28
1751,233748.5
1752,135211.92
1753,131450.47
1754,233969.08
1755,164791.42
1756,141599.34
1757,152012.05
1758,228979.19
1759,175244.2
1760,159067.06
1761,157526.9
1762,267750.03
1763,205728.5
1764,149169.83
1765,295232.2
1766,306706.28
1767,220719.22
1768,90478.94
1769,83281.37
1770,355992.8
1771,184569.4
1772,129756.69
1773,118880.44
1774,375344.53
1775,177920.6
1776,189124.81
1777,230701.89
1778,268932.28
1779,261917.86
1780,187640.52
1781,343248.25
1782,353799.94
1783,284218.0
1784,127318.54
1785,234231.7
1786,86905.23
1787,324110.75
1788,146882.88
1789,214197.0
1790,78023.23
1791,119694.01
1792,140058.6
1793,295018.94
1794,205683.27
1795,190437.97
1796,228597.61
1797,376498.1
1798,214320.9
1799,202383.75
1800,149801.52
1801,203992.44
1802,81850.086
1803,88536.69
1804,266783.88
1805,84851.914
1806,140408.11
1807,150219.75
1808,157930.7
1809,157047.3
1810,437339.8
1811,317427.6
1812,200624.27
1813,94748.03
1814,119177.945
1815,144189.45
1816,177451.52
1817,171068.66
1818,134129.98
1819,148915.08
1820,280239.84
1821,154884.67
1822,135818.77
1823,198624.61
1824,106331.72
1825,190576.4
1826,117026.51
1827,159413.66
1828,149337.77
1829,132744.89
1830,162988.64
1831,172074.69
1832,142805.53
1833,124714.12
1834,122703.14
1835,210815.19
1836,61455.85
1837,147369.75
1838,339939.12
1839,394094.1
1840,176544.19
1841,127632.77
1842,188595.45
1843,222947.56
1844,76031.305
1845,240418.17
1846,191852.14
1847,81137.125
1848,125318.57
1849,190471.17
1850,425946.25
1851,118861.0
1852,215021.39
1853,106184.29
1854,99192.086
1855,114301.266
1856,129013.02
1857,124582.54
1858,168598.72
1859,69127.72
1860,237125.38
1861,245347.28
1862,169282.08
1863,109029.52
1864,258253.53
1865,169306.34
1866,149706.19
1867,115902.42
1868,176674.02
1869,281072.72
1870,339138.2
1871,61597.668
1872,136830.66
1873,222930.52
1874,110668.32
1875,228444.39
1876,193102.1
1877,153925.08
1878,238512.25
1879,124257.33
1880,141244.95
1881,206930.92
1882,215708.4
1883,120197.414
1884,364369.78
1885,139818.52
1886,138004.69
1887,218068.05
1888,115201.52
1889,194924.27
1890,188900.83
1891,85764.89
1892,82393.69
1893,122540.266
1894,176976.53
1895,80995.29
1896,212243.58
1897,116260.164
1898,118461.62
1899,89802.945
1900,110570.016
1901,555333.1
1902,117567.81
1903,162019.92
1904,173266.28
1905,213406.19
1906,130844.87
1907,190549.55
1908,200445.67
1909,121753.08
1910,119404.06
1911,109493.35
1912,222326.1
1913,204799.2
1914,235366.78
1915,186866.17
1916,174015.88
1917,97903.79
1918,255298.52
1919,160404.47
1920,110179.42
1921,263457.6
1922,154891.62
1923,65182.586
1924,189946.33
1925,112290.33
1926,179415.14
1927,168239.94
1928,147685.42
1929,250199.16
1930,186481.72
1931,211315.7
1932,189737.58
1933,147090.16
1934,439415.1
1935,253085.11
1936,133759.23
1937,209488.61
1938,380049.3
1939,314125.0
1940,116911.06
1941,326221.5
1942,373918.66
1943,154929.83
1944,163245.39
1945,132008.16
1946,145531.56
1947,151478.73
1948,175953.83
1949,159589.7
1950,87087.79
1951,122408.164
1952,133334.23
1953,172930.78
1954,154350.11
1955,96030.23
1956,36071.85
1957,430382.97
1958,183666.4
1959,130509.09
1960,119694.125
1961,111386.07
1962,226321.36
1963,139208.02
1964,289600.5
1965,146272.38
1966,124985.81
1967,214378.83
1968,207506.31
1969,160253.1
1970,127307.445
1971,165295.89
1972,201550.52
1973,127738.98
1974,134683.89
1975,95374.95
1976,402660.66
1977,158093.83
1978,266430.16
1979,210183.58
1980,233903.33
1981,106228.195
1982,148718.36
1983,141404.97
1984,185747.42
1985,314059.53
1986,178409.52
1987,136073.78
1988,446565.34
1989,92957.445
1990,266144.72
1991,175884.72
1992,128137.81
1993,109982.63
1994,39297.027
1995,179427.8
1996,120052.11
1997,190862.11
1998,111008.52
1999,135477.66
2000,272569.3
2001,316457.6
2002,248462.6
2003,213461.73
2004,147720.98
2005,179004.83
2006,229791.34
2007,208679.17
2008,129974.46
2009,124585.51
2010,261562.36
2011,139858.06
2012,113094.2
2013,255331.83
2014,108805.195
2015,264553.6
2016,113852.65
2017,142102.88
2018,107863.484
2019,180041.16
2020,229904.02
2021,124609.53
2022,169609.98
2023,108177.02
2024,184639.1
2025,267153.4
2026,128603.22
2027,325260.7
2028,211325.86
2029,316117.03
2030,136467.12
2031,142106.11
2032,118983.77
2033,225209.1
2034,169709.38
2035,139243.05
2036,121557.99
2037,137836.39
2038,164237.03
2039,147077.03
2040,129796.97
2041,179948.19
2042,391831.06
2043,119332.01
2044,324887.84
2045,134021.34
2046,405966.06
2047,129766.31
2048,137507.92
2049,207623.08
2050,104366.12
2051,186417.77
2052,400015.3
2053,139484.53
2054,140087.5
2055,110835.555
2056,319569.16
2057,113130.82
2058,175001.17
2059,209106.9
2060,153908.14
2061,273989.1
2062,140624.3
2063,236427.1
2064,150516.06
2065,221368.73
2066,203702.7
2067,151429.94
2068,171030.05
2069,359301.9
2070,119021.9
2071,314225.7
2072,146620.44
2073,260218.64
2074,146490.19
2075,71067.52
2076,137058.28
2077,183588.98
2078,106533.56
2079,314805.38
2080,321119.3
2081,48863.727
2082,240390.06
2083,132961.23
2084,169152.72
2085,164894.52
2086,159402.47
2087,137742.78
2088,153174.31
2089,161348.62
2090,168268.5
2091,123611.42
2092,210165.69
2093,86490.83
2094,139247.9
2095,146373.94
2096,199981.25
2097,54979.598
2098,93756.055
2099,85041.195
2100,264627.38
2101,273553.75
2102,227531.31
2103,345010.6
2104,163089.28
2105,371117.88
2106,143480.92
2107,99138.51
2108,154808.83
2109,155765.83
2110,79539.43
2111,206621.27
2112,128051.6
2113,189546.22
2114,135235.73
2115,349484.56
2116,88323.25
2117,143973.58
2118,150173.47
2119,98206.22
2120,163272.38
2121,198419.86
2122,402406.12
2123,110125.16
2124,137921.77
2125,422823.62
2126,229776.97
2127,128899.79
2128,197549.25
2129,166239.9
2130,140027.53
2131,179065.98
2132,106066.08
2133,171310.89
2134,257502.83
2135,140478.17
2136,147199.52
2137,87289.05
2138,107799.98
2139,372836.3
2140,129526.63
2141,112475.164
2142,157130.47
2143,179371.22
2144,280848.62
2145,221592.7
2146,207743.05
2147,226481.61
2148,149198.38
2149,388736.16
2150,194103.27
2151,143922.33
2152,628241.75
2153,333902.75
2154,101569.7
2155,141597.48
2156,176736.25
2157,89531.09
2158,123369.43
2159,137833.16
2160,196368.08
2161,311774.0
2162,141293.27
2163,360487.25
2164,140119.1
2165,213358.34
2166,55404.84
2167,302472.44
2168,205892.83
2169,179295.86
2170,110707.39
2171,52447.086
2172,102047.516
2173,188925.4
2174,128599.75
2175,132573.33
2176,163848.25
2177,160400.17
2178,158926.8
2179,308489.66
2180,129502.34
2181,271060.44
2182,142962.48
2183,113792.6
2184,133278.25
2185,320573.66
2186,118855.59
2187,221275.89
2188,194883.0
2189,110294.32
2190,101678.59
2191,237969.33
2192,188704.16
2193,221930.05
2194,133860.67
2195,108915.66
2196,163182.66
2197,87740.08
2198,238735.55
2199,177347.95
2200,193876.27
2201,131827.69
2202,139284.56
2203,179206.6
2204,173761.56
2205,199492.56
2206,299819.22
2207,242064.88
2208,265896.28
2209,260650.53
2210,97367.24
2211,95804.125
2212,161978.44
2213,217255.2
2214,275388.22
2215,147388.9
2216,164172.48
2217,212239.16
2218,158972.42
2219,178229.27
2220,291108.66
2221,127259.62
2222,98465.08
2223,215217.9
2224,336704.6
2225,269989.97
2226,267829.2
2227,195589.72
2228,161232.83
2229,216929.14
2230,538166.2
2231,134263.3
2232,102055.01
2233,148424.4
2234,116121.734
2235,300268.16
2236,163059.19
2237,222297.48
2238,141263.3
2239,143109.72
2240,136354.0
2241,176119.44
2242,167559.38
2243,189590.28
2244,164417.03
2245,129149.04
2246,162127.88
2247,138643.86
2248,232347.12
2249,110010.484
2250,187866.45
2251,160568.4
2252,151127.53
2253,268758.75
2254,225906.03
2255,196528.94
2256,170676.86
2257,140333.72
2258,109844.13
2259,484815.66
2260,174541.16
2261,199856.88
2262,110784.55
2263,188957.97
2264,582863.75
2265,118574.27
2266,226429.66
2267,123746.73
2268,223154.42
2269,159818.02
2270,106013.555
2271,180857.05
2272,141842.05
2273,99188.87
2274,158187.97
2275,116197.7
2276,224089.14
2277,137190.34
2278,283230.12
2279,154766.45
2280,223769.2
2281,183715.8
2282,94191.02
2283,223352.53
2284,140834.78
2285,233590.9
2286,384682.22
2287,109010.55
2288,191947.58
2289,185220.17
2290,148523.56
2291,166530.0
2292,149541.36
2293,237714.19
2294,167226.0
2295,140002.92
2296,128756.66
2297,130461.64
2298,99402.47
2299,133913.95
2300,129265.375
2301,139740.55
2302,155443.17
2303,173374.69
2304,102643.555
2305,153465.9
2306,171619.39
2307,200627.34
2308,133714.4
2309,239973.1
2310,186186.25
2311,132991.78
2312,214835.39
2313,162806.84
2314,159697.36
2315,169878.27
2316,134160.64
2317,146620.78
2318,170037.06
2319,148008.45
2320,250321.06
2321,188669.89
2322,131950.55
2323,149614.81
2324,132832.78
2325,248716.39
2326,138136.25
2327,248456.06
2328,130214.02
2329,168919.44
2330,230459.67
2331,107909.08
2332,199942.06
2333,116002.15
2334,132413.92
2335,93206.4
2336,303819.1
2337,132932.53
2338,348423.7
2339,147259.05
2340,137546.69
2341,157261.55
2342,209777.45
2343,176457.48
2344,119414.11
2345,105580.484
2346,329061.88
2347,145146.42
2348,133926.48
2349,268544.7
2350,150106.47
2351,123437.14
2352,171749.81
2353,134633.95
2354,165177.19
2355,126950.43
2356,143390.28
2357,106888.664
2358,141831.25
2359,449597.97
2360,135098.48
2361,110727.6
2362,151759.47
2363,181184.81
2364,239805.31
2365,123937.3
2366,129061.0
2367,255386.3
2368,229230.11
2369,130037.59
2370,174067.78
2371,168664.47
2372,143831.14
2373,88476.95
2374,145174.38
2375,172866.38
2376,84694.5
2377,71175.64
2378,138089.36
2379,237921.28
2380,176825.73
2381,200154.08
2382,146215.4
2383,169273.97
2384,192903.05
2385,207736.1
2386,152644.55
2387,286628.53
2388,178136.06
2389,236277.44
2390,222695.12
2391,241900.84
2392,120184.83
2393,320242.44
2394,190526.11
2395,242505.0
2396,79465.31
2397,185460.23
2398,230992.95
2399,239230.78
2400,257218.73
2401,151679.06
2402,214961.44
2403,150003.17
2404,140983.83
2405,138713.34
2406,125215.2
2407,149251.73
2408,269823.53
2409,201755.06
2410,196741.4
2411,129812.27
2412,119898.38
2413,142580.34
2414,172338.1
2415,127235.445
2416,144848.55
2417,124302.57
2418,131113.1
2419,198287.75
2420,154872.08
2421,116858.94
2422,271523.97
2423,155870.83
2424,238896.94
2425,214922.53
2426,177472.06
2427,161425.06
2428,134602.7
2429,39752.676
2430,137904.31
2431,131694.08
2432,172008.98
2433,101469.71
2434,182665.44
2435,167668.42
2436,164329.36
2437,85594.68
2438,200321.67
2439,109670.88
2440,138628.17
2441,178510.78
2442,335891.94
2443,159955.52
2444,255694.03
2445,110993.92
2446,125338.19
2447,116510.01
2448,395037.94
2449,194439.36
2450,201502.17
2451,319591.22
2452,167782.31
2453,187455.31
2454,172844.25
2455,327595.7
2456,121171.58
2457,136190.69
2458,183478.19
2459,108170.34
2460,205140.78
2461,82138.625
2462,90298.97
2463,231640.08
2464,136797.75
2465,184090.97
2466,148869.0
2467,153298.31
2468,88437.59
2469,240184.4
2470,120838.42
2471,134027.42
2472,99902.4
2473,165602.92
2474,85042.68
2475,119147.164
2476,227472.23
2477,204406.88
2478,188404.98
2479,164761.81
2480,212320.97
2481,173767.42
2482,195470.66
2483,89169.2
2484,189725.95
2485,326580.6
2486,113901.96
2487,166544.0
2488,305487.56
2489,106804.46
2490,118547.69
2491,159295.78
2492,196901.83
2493,312597.16
2494,227977.16
2495,119621.58
2496,83329.79
2497,302573.97
2498,286899.44
2499,97223.83
2500,78698.08
2501,157086.83
2502,166512.7
2503,186824.27
2504,262415.72
2505,278382.47
2506,140079.39
2507,518956.25
2508,144030.11
2509,115301.74
2510,95340.664
2511,177931.0
2512,199374.66
2513,164348.12
2514,151045.58
2515,261306.17
2516,179011.17
2517,189138.66
2518,246640.22
2519,335815.47
2520,220069.75
2521,212236.58
2522,112058.35
2523,90127.72
2524,112598.77
2525,153853.14
2526,327285.4
2527,178436.05
2528,167971.92
2529,152217.36
2530,134298.4
2531,132776.0
2532,155894.8
2533,90827.28
2534,157798.97
2535,194050.72
2536,216474.62
2537,169718.47
2538,139295.72
2539,137683.47
2540,126905.836
2541,146713.17
2542,131231.3
2543,190338.3
2544,159942.17
2545,188117.12
2546,148907.92
2547,83593.61
2548,253094.97
2549,132235.97
2550,204036.98
2551,92980.69
2552,159879.6
2553,152153.95
2554,146230.8
2555,139728.22
2556,176323.86
2557,125697.266
2558,170621.73
2559,127086.805
2560,158206.9
2561,60347.184
2562,121653.85
2563,136834.16
2564,159127.48
2565,106324.266
2566,340060.44
2567,180694.97
2568,273943.72
2569,172448.27
2570,280223.38
2571,186629.38
2572,204126.48
2573,128390.96
2574,127575.54
2575,117587.9
2576,318292.94
2577,183806.47
2578,130155.555
2579,139554.2
2580,132532.05
2581,106218.984
2582,213280.53
2583,110473.24
2584,119042.77
2585,164025.9
2586,131481.48
2587,176100.19
2588,258126.75
2589,214905.02
2590,137642.5
2591,134465.77
2592,125180.73
2593,123747.91
2594,242986.66
2595,174349.97
2596,102335.45
2597,119762.93
2598,93858.32
2599,179221.7
2600,144130.98
2601,139866.77
2602,195142.4
2603,424993.2
2604,82241.16
2605,80575.22
2606,147944.6
2607,178374.47
2608,176594.16
2609,117098.15
2610,143553.17
2611,121516.1
2612,150223.52
2613,229831.52
2614,120544.4
2615,202929.83
2616,215998.89
2617,165619.61
2618,227017.67
2619,235415.47
2620,194711.6
2621,143660.02
2622,223968.8
2623,131065.07
2624,138266.39
2625,202953.97
2626,234749.55
2627,244999.75
2628,175313.66
2629,234260.25
2630,624318.9
2631,153655.16
2632,161983.92
2633,170652.39
2634,209332.42
2635,240478.33
2636,379171.78
2637,120909.484
2638,111292.625
2639,142110.45
2640,93096.33
2641,249922.67
2642,392761.3
2643,745172.25
2644,122071.18
2645,186496.11
2646,105163.836
2647,94945.8
2648,262394.28
2649,189356.86
2650,191468.9
2651,168631.7
2652,174108.78
2653,125817.76
2654,164040.72
2655,157119.34
2656,173562.16
2657,218107.52
2658,143970.39
2659,176648.9
2660,148104.83
2661,114985.56
2662,197250.62
2663,118510.06
2664,213470.0
2665,151766.27
2666,271798.8
2667,108012.0
2668,201272.08
2669,140865.94
2670,289776.88
2671,190340.1
2672,164232.14
2673,110499.53
2674,145192.47
2675,134499.25
2676,121894.01
2677,123051.27
2678,231344.52
2679,79864.06
2680,91962.73
2681,112996.88
2682,125928.21
2683,143422.2
2684,137931.58
2685,185393.06
2686,144883.03
2687,211774.9
2688,146720.36
2689,395919.03
2690,128906.8
2691,189760.95
2692,134648.56
2693,105132.85
2694,142340.19
2695,129520.11
2696,139346.44
2697,173491.31
2698,195282.62
2699,141474.88
2700,264970.16
2701,214464.42
2702,248095.36
2703,170525.67
2704,382932.5
2705,229925.2
2706,178295.19
2707,186028.12
2708,168824.19
2709,129376.13
2710,125556.11
2711,243505.33
2712,172671.67
2713,117682.63
2714,293161.25
2715,165529.88
2716,127767.33
2717,302654.75
2718,99329.0
2719,187926.1
2720,151238.11
2721,180214.77
2722,130850.57
2723,162474.05
2724,177875.81
2725,179189.77
2726,160877.36
2727,121597.27
2728,378517.66
2729,380915.97
2730,147471.97
2731,259315.06
2732,194375.4
2733,129780.92
2734,177202.02
2735,140284.3
2736,136582.97
2737,163225.39
2738,197868.42
2739,240593.27
2740,109659.73
2741,220811.77
2742,180357.31
2743,151170.33
2744,139186.86
2745,168784.81
2746,131839.22
2747,146467.84
2748,189802.88
2749,276273.34
2750,280699.16
2751,179335.3
2752,115795.08
2753,106747.984
2754,179257.42
2755,117245.77
2756,138146.92
2757,154377.61
2758,142325.23
2759,160034.8
2760,158113.5
2761,222711.08
2762,177840.39
2763,290171.28
2764,231329.02
2765,130140.83
2766,325063.62
2767,200395.67
2768,140674.06
2769,146287.83
2770,178001.7
2771,335149.22
2772,203133.36
2773,301581.94
2774,333041.78
2775,119305.84
2776,204585.17
2777,295026.84
2778,207281.77
2779,274403.8
2780,111493.04
2781,158422.55
2782,72963.54
2783,191533.78
2784,81901.77
2785,149635.48
2786,55506.45
2787,78678.766
2788,129292.29
2789,256159.58
2790,176153.58
2791,228298.12
2792,142177.31
2793,101888.24
2794,125570.12
2795,126056.07
2796,163830.27
2797,135271.06
2798,53076.297
2799,202384.77
2800,126172.45
2801,109173.055
2802,159609.19
2803,229929.55
2804,176518.17
2805,177255.66
2806,106794.12
2807,262959.97
2808,262540.5
2809,215825.02
2810,121922.74
2811,199953.8
2812,170577.83
2813,135776.61
2814,410041.9
2815,233917.02
2816,172802.17
2817,112296.46
2818,152813.05
2819,173490.03
2820,316934.9
2821,188914.27
2822,236888.23
2823,105844.96
2824,158414.61
2825,145276.02
2826,215485.53
2827,196702.78
2828,127589.0
2829,140122.36
2830,232743.31
2831,105904.86
2832,165978.0
2833,275149.3
2834,465580.38
2835,248202.75
2836,240940.22
2837,91565.22
2838,120570.95
2839,84111.766
2840,166894.38
2841,58827.79
2842,234790.75
2843,156715.6
2844,115464.52
2845,105381.79
2846,124898.4
2847,249628.45
2848,136124.17
2849,377451.9
2850,130691.63
2851,232068.69
2852,123218.99
2853,112732.02
2854,162269.62
2855,207310.5
2856,281090.56
2857,159623.84
2858,145062.44
2859,127517.516
2860,138970.78
2861,120706.55
2862,192650.86
2863,191035.53
2864,282618.3
2865,104790.77
2866,275574.56
2867,132717.12
2868,112921.54
2869,125380.37
2870,214583.27
2871,220963.23
2872,138504.73
2873,90123.7
2874,257911.36
2875,188218.36
2876,175704.3
2877,123476.66
2878,339059.03
2879,125679.8
2880,222815.98
2881,179285.33
2882,144653.36
2883,136695.69
2884,274988.44
2885,143915.94
2886,141833.81
2887,271773.84
2888,139303.81
2889,124175.7
2890,184619.05
2891,176361.19
2892,142758.67
2893,96231.17
2894,187698.14
2895,159033.77
2896,173727.73
2897,120034.414
2898,394219.72
2899,149762.97
2900,196719.14
2901,190550.34
2902,145326.7
2903,310960.72
2904,120822.76
2905,180802.81
2906,128974.57
2907,157518.45
2908,250655.64
2909,111339.38
2910,91221.516
2911,129144.07
2912,284555.78
2913,143765.84
2914,87157.08
2915,186878.23
2916,174816.11
2917,209241.81
2918,265820.1
2919,142037.08
2920,148109.22
